step,train_loss,train_perplexity,lr,grad_norm,tokens_seen,tokens_per_sec,elapsed_s,val_loss,val_perplexity
3100,2.356503,10.554,0.0017257081522011764,0.592,25395200,360099.3,78.43,,
3110,2.234046,9.3376,0.0017183999561265796,0.4968,25477120,354548.3,78.66,,
3120,2.289573,9.8707,0.0017110897498133068,0.5394,25559040,360679.9,78.89,,
3130,2.272039,9.6992,0.0017037777481044708,0.5117,25640960,359694.4,79.12,,
3140,2.315272,10.1277,0.0016964641658959488,0.5445,25722880,357676.6,79.35,,
3150,2.327368,10.2509,0.00168914921813007,0.5377,25804800,357908.0,79.57,,
3160,2.336392,10.3439,0.0016818331197892954,0.5945,25886720,356328.7,79.8,,
3170,2.308702,10.0614,0.0016745160858899003,0.5506,25968640,355059.8,80.03,,
3180,2.294962,9.9241,0.0016671983314756563,0.5591,26050560,354711.6,80.27,,
3190,2.319937,10.175,0.0016598800716115113,0.5229,26132480,359294.6,80.49,,
3200,2.340709,10.3886,0.0016525615213772663,0.5882,26214400,355763.8,80.72,,
3210,2.271164,9.6907,0.0016452428958612575,0.5581,26296320,360549.7,80.95,,
3220,2.278894,9.7659,0.001637924410154033,0.5356,26378240,359228.9,81.18,,
3230,2.356208,10.5509,0.0016306062793420327,0.553,26460160,354998.5,81.41,,
3240,2.267165,9.652,0.0016232887185012655,0.5667,26542080,323805.1,81.66,,
3250,2.384522,10.8539,0.0016159719426909894,0.5402,26624000,340752.8,81.9,,
3250,2.384522,10.8539,0.0016159719426909894,0.5402,26624000,,82.25,2.308227,10.0566
3260,2.318493,10.1603,0.0016086561669473903,0.5527,26705920,84395.1,82.87,,
3270,2.29956,9.9698,0.0016013416062772641,0.5785,26787840,358484.5,83.1,,
3280,2.301143,9.9856,0.001594028475651695,0.5665,26869760,350384.7,83.34,,
3290,2.195931,8.9884,0.0015867169899997395,0.5861,26951680,356936.1,83.57,,
3300,2.271224,9.6913,0.0015794073642021083,0.5575,27033600,352530.9,83.8,,
3310,2.31871,10.1626,0.0015720998130848538,0.5634,27115520,350405.4,84.03,,
3320,2.267928,9.6594,0.0015647945514130528,0.5219,27197440,334826.9,84.28,,
3330,2.299107,9.9653,0.0015574917938844975,0.5471,27279360,340590.0,84.52,,
3340,2.192618,8.9586,0.0015501917551233842,0.572,27361280,334913.4,84.76,,
3350,2.300939,9.9835,0.0015428946496740068,0.5513,27443200,338867.1,85.0,,
3360,2.330356,10.2816,0.0015356006919944494,0.583,27525120,341360.1,85.24,,
3370,2.246753,9.457,0.0015283100964502863,0.5629,27607040,325802.1,85.49,,
3380,2.211474,9.1292,0.0015210230773082785,0.5454,27688960,333085.2,85.74,,
3390,2.347857,10.4631,0.0015137398487300815,0.5356,27770880,328977.0,85.99,,
3400,2.30914,10.0658,0.001506460624765944,0.522,27852800,337840.2,86.23,,
3410,2.376121,10.7631,0.0014991856193484255,0.5605,27934720,341552.2,86.47,,
3420,2.198496,9.0114,0.0014919150462861012,0.569,28016640,339856.2,86.71,,
3430,2.234418,9.341,0.001484649119257284,0.6071,28098560,333760.8,86.96,,
3440,2.271125,9.6903,0.0014773880518037402,0.5738,28180480,334161.3,87.2,,
3450,2.305434,10.0285,0.0014701320573244185,0.5558,28262400,331359.6,87.45,,
3460,2.217895,9.188,0.0014628813490691725,0.5598,28344320,321611.1,87.71,,
3470,2.232428,9.3225,0.001455636140132499,0.5723,28426240,351915.6,87.94,,
3480,2.276861,9.746,0.0014483966434472714,0.5443,28508160,356850.1,88.17,,
3490,2.28675,9.8429,0.0014411630717784834,0.5436,28590080,354765.8,88.4,,
3500,2.295256,9.927,0.001433935637716995,0.5501,28672000,357871.8,88.63,,
3500,2.295256,9.927,0.001433935637716995,0.5501,28672000,,88.97,2.282398,9.8001
3510,2.25481,9.5335,0.001426714553673286,0.5618,28753920,109355.4,89.38,,
3520,2.25073,9.4947,0.0014195000318712133,0.5624,28835840,351809.0,89.61,,
3530,2.354417,10.532,0.0014122922843417696,0.6019,28917760,355314.2,89.84,,
3540,2.274844,9.7264,0.0014050915229168602,0.5644,28999680,353818.5,90.07,,
3550,2.240768,9.4005,0.0013978979592230672,0.5417,29081600,357556.8,90.3,,
3560,2.228827,9.289,0.0013907118046754402,0.5591,29163520,356223.7,90.53,,
3570,2.26684,9.6489,0.0013835332704712736,0.5589,29245440,356642.3,90.76,,
3580,2.323659,10.213,0.0013763625675839073,0.5863,29327360,357726.9,90.99,,
3590,2.267922,9.6593,0.0013691999067565208,0.5415,29409280,353309.9,91.22,,
3600,2.198231,9.0091,0.001362045498495942,0.5793,29491200,357589.9,91.45,,
3610,2.262055,9.6028,0.0013548995530664608,0.5513,29573120,354150.0,91.68,,
3620,2.27074,9.6866,0.0013477622804836495,0.5744,29655040,356902.0,91.91,,
3630,2.257067,9.555,0.001340633890508188,0.5758,29736960,351521.7,92.14,,
3640,2.195312,8.9828,0.001333514592639703,0.5878,29818880,354725.1,92.38,,
3650,2.299715,9.9713,0.0013264045961106081,0.5792,29900800,358225.5,92.6,,
3660,2.194232,8.9731,0.0013193041098799553,0.5401,29982720,355147.5,92.83,,
3670,2.265545,9.6364,0.0013122133426272946,0.5781,30064640,356832.7,93.06,,
3680,2.317376,10.149,0.0013051325027465402,0.553,30146560,347917.1,93.3,,
3690,2.212962,9.1428,0.0012980617983398448,0.5902,30228480,355531.5,93.53,,
3700,2.184294,8.8844,0.001291001437211487,0.547,30310400,357080.8,93.76,,
3710,2.176962,8.8195,0.0012839516268617602,0.5207,30392320,355271.6,93.99,,
3720,2.28355,9.8114,0.0012769125744808768,0.6408,30474240,351682.9,94.22,,
3730,2.247059,9.4599,0.0012698844869428775,0.568,30556160,352729.6,94.46,,
3740,2.272351,9.7022,0.0012628675707995532,0.5651,30638080,352169.2,94.69,,
3750,2.26031,9.5861,0.001255862032274372,0.5676,30720000,357957.2,94.92,,
3750,2.26031,9.5861,0.001255862032274372,0.5676,30720000,,95.26,2.260445,9.5874
3760,2.301605,9.9902,0.0012488680772564209,0.5667,30801920,123740.3,95.58,,
3770,2.222279,9.2283,0.001241885911294353,0.5494,30883840,358058.3,95.81,,
3780,2.293769,9.9122,0.0012349157395903478,0.5734,30965760,355327.1,96.04,,
3790,2.177789,8.8268,0.0012279577669940794,0.5659,31047680,353809.7,96.27,,
3800,2.210649,9.1216,0.0012210121979966968,0.5893,31129600,355233.8,96.5,,
3810,2.272661,9.7052,0.001214079236724814,0.536,31211520,352954.2,96.73,,
3820,2.23237,9.3219,0.0012071590869345101,0.5593,31293440,351203.8,96.97,,
3830,2.271484,9.6938,0.0012002519520053416,0.5427,31375360,356454.7,97.2,,
3840,2.202954,9.0517,0.0011933580349343658,0.5554,31457280,351421.1,97.43,,
3850,2.277669,9.7539,0.0011864775383301726,0.5713,31539200,339755.8,97.67,,
3860,2.215634,9.1672,0.0011796106644069335,0.5793,31621120,310549.3,97.93,,
3870,2.293972,9.9142,0.0011727576149784544,0.5347,31703040,333135.9,98.18,,
3880,2.239508,9.3887,0.0011659185914522485,0.5825,31784960,328173.6,98.43,,
3890,2.253409,9.5201,0.0011590937948236133,0.5469,31866880,335912.4,98.67,,
3900,2.206506,9.0839,0.0011522834256697276,0.5385,31948800,339521.8,98.91,,
3910,2.253654,9.5225,0.0011454876841437514,0.5595,32030720,327503.2,99.16,,
3920,2.231634,9.3151,0.0011387067699689497,0.6135,32112640,332027.2,99.41,,
3930,2.212057,9.1345,0.0011319408824328157,0.5588,32194560,338121.8,99.65,,
3940,2.283158,9.8076,0.0011251902203812218,0.5726,32276480,333083.6,99.9,,
3950,2.203588,9.0575,0.0011184549822125679,0.5824,32358400,335314.8,100.14,,
3960,2.213903,9.1514,0.001111735365871956,0.5685,32440320,337766.5,100.39,,
3970,2.124071,8.3651,0.00110503156884537,0.5551,32522240,327068.0,100.64,,
3980,2.258558,9.5693,0.001098343788153873,0.6233,32604160,334037.2,100.88,,
3990,2.152143,8.6033,0.001091672220347816,0.5326,32686080,336694.5,101.13,,
4000,2.181289,8.8577,0.0010850170615010627,0.5558,32768000,326228.0,101.38,,
4000,2.181289,8.8577,0.0010850170615010627,0.5558,32768000,,101.73,2.241427,9.4067
4010,2.180962,8.8548,0.0010783785072052243,0.5432,32849920,108697.1,102.13,,
4020,2.232653,9.3246,0.0010717567525639154,0.5837,32931840,355527.8,102.36,,
4030,2.3005,9.9792,0.0010651519921870164,0.5859,33013760,348043.6,102.6,,
4040,2.247786,9.4668,0.0010585644201849542,0.6308,33095680,356434.4,102.83,,
4050,2.199823,9.0234,0.0010519942301629999,0.5553,33177600,356005.6,103.06,,
4060,2.219071,9.1988,0.0010454416152155775,0.5952,33259520,355585.2,103.29,,
4070,2.176001,8.811,0.0010389067679205878,0.5891,33341440,357300.9,103.52,,
4080,2.236646,9.3619,0.0010323898803337494,0.548,33423360,349730.3,103.75,,
4090,2.287292,9.8482,0.0010258911439829565,0.5352,33505280,356489.8,103.98,,
4100,2.247379,9.4629,0.0010194107498626463,0.5576,33587200,356589.7,104.21,,
4110,2.167617,8.7374,0.0010129488884281874,0.5859,33669120,355107.1,104.44,,
4120,2.254405,9.5296,0.001006505749590283,0.6048,33751040,341836.2,104.68,,
4130,2.206723,9.0859,0.0010000815227093904,0.553,33832960,354050.4,104.91,,
4140,2.186393,8.903,0.0009936763965901524,0.5755,33914880,352360.6,105.14,,
4150,2.159688,8.6684,0.0009872905594758515,0.5785,33996800,350454.0,105.38,,
4160,2.177085,8.8206,0.0009809241990428753,0.5689,34078720,352857.1,105.61,,
4170,2.106555,8.2199,0.0009745775023952048,0.5575,34160640,337414.6,105.85,,
4180,2.244108,9.432,0.0009682506560589088,0.5782,34242560,354290.6,106.08,,
4190,2.153128,8.6118,0.0009619438459766695,0.5654,34324480,349370.0,106.32,,
4200,2.209699,9.113,0.0009556572575023116,0.5557,34406400,347921.0,106.55,,
4210,2.1934,8.9656,0.0009493910753953599,0.5753,34488320,342364.5,106.79,,
4220,2.159488,8.6667,0.0009431454838156036,0.5574,34570240,349188.2,107.03,,
4230,2.167497,8.7364,0.0009369206663176902,0.5941,34652160,347954.8,107.26,,
4240,2.201216,9.036,0.0009307168058457255,0.5653,34734080,348750.9,107.5,,
4250,2.225646,9.2595,0.0009245340847279021,0.6018,34816000,321840.3,107.75,,
4250,2.225646,9.2595,0.0009245340847279021,0.6018,34816000,,108.1,2.221529,9.2214
4260,2.248892,9.4772,0.0009183726846711343,0.5607,34897920,84454.4,108.72,,
4270,2.276488,9.7424,0.0009122327867557253,0.5888,34979840,346905.1,108.96,,
4280,2.185049,8.8911,0.0009061145714300399,0.5883,35061760,354673.1,109.19,,
4290,2.139458,8.4948,0.000900018218505203,0.5486,35143680,354800.6,109.42,,
4300,2.250201,9.4896,0.000893943907149815,0.5637,35225600,356790.8,109.65,,
4310,2.215138,9.1627,0.0008878918158846877,0.6156,35307520,349305.0,109.88,,
4320,2.202438,9.047,0.0008818621225775941,0.5933,35389440,356277.7,110.11,,
4330,2.100925,8.1737,0.0008758550044380443,0.5393,35471360,355105.6,110.34,,
4340,2.200484,9.0294,0.000869870638012075,0.5758,35553280,356173.5,110.57,,
4350,2.152755,8.6085,0.0008639091991770638,0.5404,35635200,352794.7,110.81,,
4360,2.200397,9.0286,0.0008579708631365569,0.5452,35717120,351620.7,111.04,,
4370,2.192303,8.9558,0.0008520558044151221,0.5884,35799040,355797.3,111.27,,
4380,2.201253,9.0363,0.0008461641968532185,0.5546,35880960,343005.7,111.51,,
4390,2.221807,9.224,0.0008402962136020895,0.589,35962880,325473.7,111.76,,
4400,2.13732,8.4767,0.0008344520271186712,0.5689,36044800,323801.2,112.01,,
4410,2.205784,9.0774,0.0008286318091605251,0.583,36126720,339126.0,112.26,,
4420,2.248004,9.4688,0.0008228357307807904,0.5468,36208640,337951.6,112.5,,
4430,2.155899,8.6357,0.0008170639623231583,0.5506,36290560,330544.5,112.75,,
4440,2.214765,9.1593,0.0008113166734168624,0.593,36372480,329302.1,112.99,,
4450,2.196042,8.9894,0.0008055940329716959,0.6152,36454400,338481.2,113.24,,
4460,2.175768,8.8089,0.0007998962091730462,0.6098,36536320,338218.7,113.48,,
4470,2.13882,8.4894,0.0007942233694769537,0.63,36618240,334876.9,113.72,,
4480,2.184184,8.8834,0.0007885756806051884,0.5754,36700160,336870.7,113.97,,
4490,2.18169,8.8613,0.0007829533085403508,0.5808,36782080,334160.7,114.21,,
4500,2.143151,8.5263,0.0007773564185209931,0.5245,36864000,329295.4,114.46,,
4500,2.143151,8.5263,0.0007773564185209931,0.5245,36864000,,114.82,2.202316,9.0459
4510,2.271426,9.6932,0.0007717851750367658,0.6066,36945920,102529.1,115.26,,
4520,2.163374,8.7004,0.0007662397418235791,0.5727,37027840,355866.2,115.49,,
4530,2.201511,9.0387,0.0007607202818587936,0.5497,37109760,353024.6,115.72,,
4540,2.13461,8.4537,0.0007552269573564295,0.5768,37191680,355351.3,115.95,,
4550,2.083044,8.0289,0.0007497599297624013,0.6159,37273600,337790.8,116.19,,
4560,2.161462,8.6838,0.000744319359749768,0.6053,37355520,353939.9,116.43,,
4570,2.124811,8.3713,0.0007389054072140175,0.5691,37437440,352226.2,116.66,,
4580,2.116295,8.3003,0.0007335182312683615,0.5762,37519360,349406.6,116.89,,
4590,2.216188,9.1723,0.0007281579902390644,0.5781,37601280,354148.9,117.12,,
4600,2.100462,8.1699,0.0007228248416607844,0.5478,37683200,350496.9,117.36,,
4610,2.265388,9.6349,0.00071751894227195,0.6086,37765120,351148.1,117.59,,
4620,2.182935,8.8723,0.0007122404480101479,0.6254,37847040,354542.8,117.82,,
4630,2.179996,8.8463,0.0007069895140075444,0.5875,37928960,354145.2,118.05,,
4640,2.24592,9.4491,0.0007017662945863234,0.5593,38010880,350382.2,118.29,,
4650,2.207469,9.0927,0.0006965709432541513,0.5814,38092800,353907.8,118.52,,
4660,2.201163,9.0355,0.0006914036126996681,0.5713,38174720,354200.0,118.75,,
4670,2.169925,8.7576,0.0006862644547879948,0.6018,38256640,353985.4,118.98,,
4680,2.162229,8.6905,0.0006811536205562764,0.6287,38338560,352765.0,119.21,,
4690,2.101907,8.1818,0.0006760712602092373,0.5748,38420480,347718.2,119.45,,
4700,2.26927,9.6723,0.0006710175231147721,0.6409,38502400,350404.3,119.68,,
4710,2.176073,8.8116,0.0006659925577995497,0.5819,38584320,349404.8,119.92,,
4720,2.099705,8.1638,0.0006609965119446548,0.5657,38666240,353196.2,120.15,,
4730,2.121922,8.3472,0.0006560295323812424,0.5751,38748160,350567.4,120.38,,
4740,2.122042,8.3482,0.000651091765086226,0.581,38830080,352140.3,120.62,,
4750,2.174484,8.7976,0.0006461833551779836,0.5694,38912000,353229.2,120.85,,
4750,2.174484,8.7976,0.0006461833551779836,0.5694,38912000,,121.19,2.188509,8.9219
4760,2.188542,8.9222,0.0006413044469120979,0.5455,38993920,123197.3,121.51,,
4770,2.243013,9.4217,0.0006364551836771119,0.59,39075840,353554.2,121.74,,
4780,2.213977,9.152,0.0006316357079903176,0.595,39157760,353821.4,121.98,,
4790,2.238156,9.376,0.0006268461614935656,0.5984,39239680,355941.1,122.21,,
4800,2.245724,9.4473,0.0006220866849491055,0.5729,39321600,348785.9,122.44,,
4810,2.147799,8.566,0.0006173574182354447,0.5544,39403520,355487.0,122.67,,
4820,2.160471,8.6752,0.0006126585003432407,0.5694,39485440,354594.1,122.9,,
4830,2.260456,9.5875,0.0006079900693712143,0.6191,39567360,346939.5,123.14,,
4840,2.142133,8.5176,0.000603352262522093,0.5858,39649280,338531.9,123.38,,
4850,2.175811,8.8093,0.0005987452160985769,0.5848,39731200,349805.4,123.62,,
4860,2.19328,8.9646,0.0005941690654993326,0.5658,39813120,354273.4,123.85,,
4870,2.17592,8.8103,0.0005896239452150155,0.5782,39895040,354212.1,124.08,,
4880,2.169769,8.7563,0.0005851099888243168,0.5831,39976960,353840.7,124.31,,
4890,2.205376,9.0737,0.0005806273289900366,0.5777,40058880,351543.7,124.54,,
4900,2.18005,8.8467,0.0005761760974551857,0.5668,40140800,353094.2,124.77,,
4910,2.220231,9.2095,0.0005717564250391135,0.5904,40222720,353522.9,125.01,,
4920,2.23279,9.3258,0.0005673684416336645,0.5779,40304640,335542.7,125.25,,
4930,2.099137,8.1591,0.0005630122761993594,0.6003,40386560,330367.2,125.5,,
4940,2.134841,8.4557,0.0005586880567616049,0.5957,40468480,337144.8,125.74,,
4950,2.093709,8.115,0.000554395910406932,0.5872,40550400,338299.6,125.98,,
4960,2.173233,8.7866,0.0005501359632792617,0.5972,40632320,337525.3,126.23,,
4970,2.140706,8.5054,0.0005459083405761953,0.6318,40714240,335026.4,126.47,,
4980,2.113083,8.2737,0.0005417131665453369,0.5677,40796160,328493.3,126.72,,
4990,2.172233,8.7779,0.0005375505644806408,0.6,40878080,333279.4,126.97,,
5000,2.211696,9.1312,0.0005334206567187892,0.6154,40960000,335993.5,127.21,,
5000,2.211696,9.1312,0.0005334206567187892,0.6154,40960000,,127.57,2.175396,8.8057
5010,2.174863,8.801,0.0005293235646355956,0.5669,41041920,102276.5,128.01,,
5020,2.140207,8.5012,0.0005252594086424375,0.5709,41123840,330473.6,128.26,,
5030,2.165667,8.7204,0.0005212283081827182,0.597,41205760,334692.9,128.5,,
5040,2.183915,8.881,0.0005172303817283575,0.6117,41287680,325599.2,128.75,,
5050,2.112389,8.268,0.0005132657467763064,0.6098,41369600,336085.9,129.0,,
5060,2.078087,7.9892,0.0005093345198450987,0.5663,41451520,353823.6,129.23,,
5070,2.148628,8.5731,0.0005054368164714217,0.5725,41533440,353919.1,129.46,,
5080,2.231592,9.3147,0.0005015727512067256,0.5954,41615360,351472.1,129.69,,
5090,2.089479,8.0807,0.000497742437613851,0.5804,41697280,352867.2,129.93,,
5100,2.25286,9.5149,0.0004939459882636982,0.6111,41779200,349934.7,130.16,,
5110,2.128549,8.4027,0.0004901835147319122,0.5882,41861120,354250.8,130.39,,
5120,2.118012,8.3146,0.0004864551275956093,0.596,41943040,351121.9,130.63,,
5130,2.106009,8.2154,0.00048276093643012175,0.5665,42024960,350336.1,130.86,,
5140,2.115746,8.2958,0.0004791010498057829,0.6188,42106880,351724.0,131.09,,
5150,2.092855,8.108,0.000475475575284732,0.5988,42188800,352658.2,131.32,,
5160,2.161782,8.6866,0.00047188461941775526,0.6175,42270720,353632.0,131.56,,
5170,2.164099,8.7068,0.00046832828774115356,0.5596,42352640,340436.1,131.8,,
5180,2.110317,8.2509,0.0004648066847736416,0.5734,42434560,352687.2,132.03,,
5190,2.120289,8.3335,0.00046131991401327595,0.6171,42516480,352742.2,132.26,,
5200,2.111189,8.2581,0.00045786807793441104,0.5776,42598400,347985.8,132.5,,
5210,2.072565,7.9452,0.00045445127798469183,0.5912,42680320,352320.5,132.73,,
5220,2.099064,8.1585,0.000451069614582068,0.5823,42762240,348746.6,132.96,,
5230,2.149833,8.5834,0.00044772318711184633,0.5714,42844160,340924.2,133.2,,
5240,2.106697,8.221,0.00044441209392376594,0.6169,42926080,345960.6,133.44,,
5250,2.170308,8.761,0.00044113643232911225,0.5855,43008000,350341.8,133.67,,
5250,2.170308,8.761,0.00044113643232911225,0.5855,43008000,,134.04,2.164684,8.7118
5260,2.107172,8.2249,0.00043789629859785365,0.6123,43089920,97198.1,134.52,,
5270,2.11006,8.2487,0.0004346917879558133,0.5921,43171840,354307.0,134.75,,
5280,2.089666,8.0822,0.0004315229945818707,0.6016,43253760,345252.5,134.99,,
5290,2.16468,8.7118,0.00042839001160519387,0.5908,43335680,348452.0,135.22,,
5300,2.188626,8.9229,0.0004252929311025022,0.5827,43417600,351461.0,135.45,,
5310,2.195228,8.982,0.0004222318440953597,0.5936,43499520,353142.8,135.69,,
5320,2.199279,9.0185,0.0004192068405475007,0.6295,43581440,348037.6,135.92,,
5330,2.18223,8.8661,0.00041621800936218636,0.6116,43663360,351110.4,136.15,,
5340,2.195721,8.9865,0.00041326543837959023,0.5832,43745280,350750.2,136.39,,
5350,2.127898,8.3972,0.0004103492143742182,0.5777,43827200,354102.2,136.62,,
5360,2.254074,9.5265,0.0004074694230523572,0.6102,43909120,351681.1,136.85,,
5370,2.154198,8.621,0.00040462614904955736,0.6433,43991040,350626.4,137.09,,
5380,2.134202,8.4503,0.0004018194759281435,0.5841,44072960,350754.9,137.32,,
5390,2.170686,8.7643,0.0003990494861747602,0.5923,44154880,353866.6,137.55,,
5400,2.09724,8.1437,0.0003963162611979467,0.5894,44236800,349099.2,137.79,,
5410,2.117871,8.3134,0.00039361988132574546,0.6105,44318720,349498.7,138.02,,
5420,2.156295,8.6391,0.00039096042580334027,0.6473,44400640,351854.7,138.25,,
5430,2.052349,7.7862,0.00038833797279072806,0.6003,44482560,354411.2,138.48,,
5440,2.181756,8.8619,0.0003857525993604207,0.6085,44564480,351738.0,138.72,,
5450,2.128101,8.3989,0.00038320438149518207,0.5887,44646400,340949.9,138.96,,
5460,2.047355,7.7474,0.00038069339408579225,0.5688,44728320,326797.4,139.21,,
5470,2.112849,8.2718,0.00037821971092884857,0.606,44810240,338280.0,139.45,,
5480,2.131752,8.4296,0.0003757834047245956,0.5949,44892160,333690.8,139.7,,
5490,2.180553,8.8512,0.0003733845470747894,0.6179,44974080,336805.7,139.94,,
5500,2.132466,8.4356,0.00037102320848059255,0.5796,45056000,321452.2,140.19,,
5500,2.132466,8.4356,0.00037102320848059255,0.5796,45056000,,140.56,2.153534,8.6153
5510,2.099831,8.1648,0.0003686994583405021,0.5784,45137920,104536.7,140.98,,
5520,2.16382,8.7043,0.0003664133649483105,0.6266,45219840,326463.6,141.23,,
5530,2.147586,8.5642,0.0003641649954910985,0.6178,45301760,338389.6,141.47,,
5540,2.069602,7.9217,0.0003619544160472594,0.5929,45383680,334160.7,141.72,,
5550,2.190916,8.9434,0.0003597816915845589,0.6041,45465600,331220.3,141.96,,
5560,2.146098,8.5514,0.0003576468859582239,0.5709,45547520,312197.8,142.23,,
5570,2.231831,9.3169,0.000355550061909068,0.6109,45629440,320433.9,142.48,,
5580,2.11872,8.3205,0.0003534912810616441,0.5781,45711360,344863.7,142.72,,
5590,2.082676,8.0259,0.00035147060392243755,0.5903,45793280,349563.7,142.95,,
5600,2.144074,8.5341,0.00034948808987808453,0.5906,45875200,349642.7,143.19,,
5610,2.143931,8.5329,0.00034754379719362894,0.6132,45957120,347716.8,143.42,,
5620,2.120268,8.3334,0.0003456377830108076,0.5955,46039040,351553.7,143.66,,
5630,2.108009,8.2318,0.00034377010334637385,0.6261,46120960,350514.1,143.89,,
5640,2.144992,8.542,0.0003419408130904489,0.6157,46202880,351123.7,144.12,,
5650,2.193226,8.9641,0.0003401499660049097,0.6431,46284800,346646.8,144.36,,
5660,2.124504,8.3687,0.00033839761472180844,0.6345,46366720,350519.8,144.59,,
5670,2.153466,8.6147,0.0003366838107418265,0.6098,46448640,351979.8,144.83,,
5680,2.19115,8.9455,0.0003350086044327596,0.636,46530560,348024.6,145.06,,
5690,2.060902,7.8531,0.00033337204502803893,0.6083,46612480,347276.4,145.3,,
5700,2.114055,8.2818,0.0003317741806252829,0.6068,46694400,346538.1,145.53,,
5710,2.117494,8.3103,0.0003302150581848849,0.6384,46776320,351527.1,145.77,,
5720,2.11513,8.2907,0.00032869472352863174,0.6171,46858240,350048.1,146.0,,
5730,2.157515,8.6496,0.0003272132213383582,0.5977,46940160,352016.9,146.23,,
5740,2.139638,8.4964,0.0003257705951546331,0.5908,47022080,341422.2,146.47,,
5750,2.145469,8.5461,0.00032436688737547993,0.5913,47104000,346179.9,146.71,,
5750,2.145469,8.5461,0.00032436688737547993,0.5913,47104000,,147.06,2.146277,8.553
5760,2.212784,9.1411,0.00032300213925513094,0.6519,47185920,123195.4,147.37,,
5770,2.096009,8.1336,0.0003216763909028142,0.6199,47267840,350472.6,147.61,,
5780,2.14046,8.5033,0.0003203896812815756,0.6071,47349760,349395.6,147.84,,
5790,2.141547,8.5126,0.00031914204820713285,0.6258,47431680,351955.3,148.08,,
5800,2.099418,8.1614,0.00031793352834676495,0.5722,47513600,351380.5,148.31,,
5810,2.075108,7.9654,0.00031676415721823347,0.5963,47595520,345123.2,148.55,,
5820,2.162287,8.691,0.0003156339691887402,0.6244,47677440,352928.5,148.78,,
5830,2.121592,8.3444,0.000314542997473916,0.595,47759360,351560.6,149.01,,
5840,2.13438,8.4518,0.00031349127413684446,0.6195,47841280,342385.7,149.25,,
5850,2.170061,8.7588,0.0003124788300871205,0.6335,47923200,346335.2,149.49,,
5860,2.194741,8.9777,0.00031150569507994153,0.6681,48005120,347659.8,149.72,,
5870,2.154259,8.6215,0.0003105718977152326,0.6389,48087040,350839.4,149.96,,
5880,2.128766,8.4045,0.00030967746543680635,0.6145,48168960,347979.1,150.19,,
5890,2.054243,7.8009,0.0003088224245315562,0.5989,48250880,351146.7,150.43,,
5900,2.139744,8.4973,0.000308006800128684,0.5854,48332800,344308.4,150.66,,
5910,2.1374,8.4774,0.00030723061619896124,0.593,48414720,351624.3,150.9,,
5920,2.116976,8.306,0.0003064938955540245,0.5962,48496640,350583.5,151.13,,
5930,2.140402,8.5029,0.0003057966598457056,0.5933,48578560,349101.7,151.36,,
5940,2.137913,8.4817,0.00030513892956539476,0.6191,48660480,349272.4,151.6,,
5950,2.129895,8.414,0.0003045207240434382,0.5942,48742400,349851.0,151.83,,
5960,2.150742,8.5912,0.00030394206144857065,0.6331,48824320,350316.8,152.07,,
5970,2.165049,8.715,0.00030340295878738085,0.6075,48906240,347757.3,152.3,,
5980,2.105649,8.2124,0.00030290343190381196,0.5897,48988160,347666.8,152.54,,
5990,2.050942,7.7752,0.00030244349547869627,0.5823,49070080,315681.1,152.8,,
6000,2.196081,8.9897,0.00030202316302932247,0.6244,49152000,331383.6,153.04,,
6000,2.196081,8.9897,0.00030202316302932247,0.6244,49152000,,153.41,2.142597,8.5215
6010,2.034204,7.6462,0.0003016424469090403,0.6562,49233920,102443.7,153.84,,
6020,2.181113,8.8562,0.0003013013583068955,0.6233,49315840,325936.2,154.1,,
6030,2.094228,8.1192,0.0003009999072473029,0.6169,49397760,331323.5,154.34,,
6040,2.157473,8.6493,0.00030073810258974984,0.5975,49479680,333220.2,154.59,,
6050,2.056822,7.8211,0.00030051595202853766,0.5968,49561600,334021.7,154.83,,
6060,2.04619,7.7384,0.00030033346209255423,0.6101,49643520,326296.2,155.09,,
6070,2.05826,7.8323,0.0003001906381450824,0.6345,49725440,334097.0,155.33,,
6080,2.153436,8.6144,0.0003000874843836429,0.6383,49807360,319287.8,155.59,,
6090,2.198464,9.0112,0.00030002400383987056,0.6126,49889280,328776.2,155.84,,
6100,2.194813,8.9783,0.000300000198379425,0.6111,49971200,313543.6,156.1,,
